tweet_no	tweet_text	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label
551	Доставката е там, @GovRonDeSantis - време е да се отвори и спаси животи. https://t.co/YkJGGHqTG	no	nan	nan	nan	nan	no	no
552	ГОЛЯМИТЕ НА COVID-19 VACCINES! Г-н Ламанша предупреждава за опасността от причиняваната от Pfizer и Moderna #COVID19 #Covidronavirus #CovidVaccinations #VacunaCOVID19 #vaccineStrategy #NewWorderOderder https://t.co/K0LkFrab0W	no	nan	nan	nan	nan	yes	yes
553	Макдоналдс Филипините са закупили близо до 100 до 100 до 100 дози СОВИД-19 ваксини от AstraZeneca, тъй като операторът на бързооборотната верига заяви, че възнамерява да ваксинира служителите си безплатно. https://t.co/zG8pwZ8c1G	yes	no	yes	no	no	no	no
554	Последните ваксини: Миналата седмица получихме почти 1 милион дози COVID-19 ваксини и ще получим още един милион тази седмица, преди края на месеца ще сме получили общо 8 милиона дози COVID-19 ваксини за хора от цялата страна.	yes	no	yes	no	no	no	no
555	#COVISID19 ваксини са безопасни за хора, живеещи с HIV! Научете повече за COVID-19 ваксини и HIV тук	yes	no	yes	no	yes	no	no
556	Напомняне: • Коронавирусната ваксина не може да ви даде COVIDID- 19. • Грената във ваксината не се превръща в постоянна част от тялото Ви. • Pfizer, Moderna и J&amp;J всички имат силно ефективни и сигурни ваксини за предотвратяване на тежка инфекция с COVID- 19.	yes	no	yes	no	no	no	no
557	"Един нов COVIDID-19 щам (B.1.526) е отстоен в Манхатън, в който се казва, че ""избягва част от защитата на антителата на антителата"" & appam; ваксините Ние не искаме нещата да се влошат, така че нещата да се влошат, така че да се носят маски над носа, да се пази физическото разстояние от ppl, AVOID GROUPS, и да се получи всяка ваксина, ако можете да https://t.co/ttftCb1VIK"	yes	no	yes	no	yes	no	no
558	Това е четвъртата ваксина, която трябва да се счита за безопасна и ефективна от здравните експерти на Канада - и с милиони дози, които вече са осигурени, ние сме една стъпка по-близо до унищожаването на този вирус.	yes	no	yes	no	no	no	no
559	Тези, които твърдят, че ваксините са 100% безопасни и които се смеят на анти-ваксерите, ще бъдат зависими от тези, които отказват да кажат на официалната лъжа, за да кажат, че широко разпространената ваксинация *е критична *. 23 умират в Норвегия след получаване на COVID-19 ваксина: https://t.co/eN10HwZvqW	yes	nan	yes	yes	yes	yes	yes
560	Ако всички тези доказателства не са налични, ние настояваме одобрението за употреба на генните ваксини да бъде оттеглено, докато всички посочени по-горе въпроси не бъдат надлежно разгледани от EMA https://t.co/lgznoGGGBc	no	nan	nan	nan	nan	no	yes
561	Добавяне, от понеделник, април 5, всички години 16+, които не са били допуснати до участие, ще бъдат допустими за получаване на ваксина. Това е новина, и аз призовавам всички кандидати да получат една от трите безопасни и ефективни СОВИД- 19.	yes	no	yes	no	no	no	no
562	В ЕС и Италия са били блокирани пратките от ваксина на AstraZeneca COVID-19, предназначени за Австралия, след като производителят на лекарството не е успял да достави дозовите дози, които е предписала Европа. https://t.co/GEMOlMwhkW	yes	no	yes	yes	no	no	no
563	Тази седмица, екип @OSUWExMed прилага някои от първите от първите Johnson &am; Johnson COVID-19 ваксини - единствената еднократна доза, разрешена от FDA. Ние работим за засилване на производството му, защото трета безопасна и ефективна ваксина означава, че можем да ваксинираме повече хора по-бързо. https://t.co/fAdDViMlg8	yes	no	yes	no	no	no	no
564	Обяснение за потенциалното асимптоматично състояние след ваксините и защо все още се нуждаем от маски за: https://t.co/br31dXyyLk @guardiansurse by @JesssicaGlenza и @alv9n https://t.co/OFH1xLh1G	no	nan	nan	nan	nan	no	no
565	Не обръщайте внимание на: The Johnson hadamp; Johnson vaccine is 100% effective за предотвратяване на Covid-19 хоспитализации и смъртни случаи, според данни от клинични проучвания. https://t.co/QYSaYiG9Ni https://t.co/nuJ2157Z2M	yes	no	yes	no	yes	no	no
566	Бившият заместник-председател на Pefizer и главен експерт по отношение на ваксините за ортопедични и респираторни ваксини - Mike Yedon казва - повечето хора трябва да НЕ приемат Covid ваксина. https://t.co/xk0x35XAX8	yes	nan	yes	yes	yes	yes	yes
567	Аз съм толкова горд от нашите доставчици на ваксини в Северна Каролина, и от изумителния екип на @NCDHHS, за всичките им усилени усилия да влязат в ръцете бързо и надеждно. https://t.co/mugDxCMN9	yes	no	yes	no	no	no	no
568	Моят съвет е проста: да бъде информиран за безопасността и ефикасността на COVID-19 ваксините. Говорих с моя лекар и взех ваксината, и се радвам, че го направих. Тези ваксини спасяват животи. https://t.co/lzKAR51ll7	yes	no	yes	no	no	no	no
569	Всички три ваксини, разрешени в САЩ - произведени от Johnson &pand; Johnson, Moderna, Pfizer и BioNTech - значително намаляват риска от получаване на Covid- 19. Те също имат висока ефикасност срещу по-сериозните резултати като хоспитализация и смърт. Още: https://t.co/N1it9ZKnQW	yes	no	yes	no	no	no	no
570	Ние приехме законопроект за освобождаване от отговорност на COVID-19, който ще предостави незабавна помощ на работещите в Аризона семейства и малките предприятия и малките предприятия, ще помогне да се отворят училищата безопасно, да влязат в ръцете на хората и да върнат икономиката ни на линия. https://t.co/tGGJ8MC5Td	yes	no	yes	no	no	no	no
571	Отговор: CVS Pharmacy сега предлага COVID-19 ваксини в Масачузетс на учители K-12, Daycare и предучилищни работници и персонал. https://t.co/pBRXCSpHmL	yes	no	yes	no	no	no	no
572	Преди COVID- 19, mHR да се изследва като част от лечението с рак. Read how our our Dr. Van Морис и Dr. Scott Kopetz са проучвани персонализирани mRNA в colorectal раковите заболявания: https://t.co/xua3urAi3w @VanMorrisMD @skopetz #ColorectalAccer #EndConcer	yes	no	yes	no	no	no	no
573	Covid-19 ваксините, които вероятно са достъпни за гимназистите тази есен, и за децата, Dr. Facci казва: https:://t.co/ASyv8NZjjj2	no	nan	nan	nan	nan	no	no
574	"""Надявам се, че републиканците ще забележат, че бившият президент на Съединените щати се е ваксинирал, което означава, че той вярва в ваксинирането."""	no	nan	nan	nan	nan	no	no
575	В симулации: “ хора, които са ваксинирани с ваксина с по- ниска ефикасност, са предозирали много повече случаи на коинфекция, хоспитализация и смърт в сравнение с тези, които са чакали дори до месец за по- висока ефикасност. ”	yes	no	yes	no	no	no	no
576	Navajo Nation надмина целта си за прилагане на 100 000 COVID-19 ваксини до края на февруари, цифра, която представлява повече от половината от своите жители. Нашата работа за увеличаване на доставките, увеличаване на местата за получаване на ваксини, и увеличаване на vaccinators прави разликата.	yes	no	yes	no	no	no	no
577	Така @wakakamaubell получи отговори от група от лекари, медицински сестри и учени и учени. Watch The #BetweenUsAsAsAsAtwe: https://t.co/SjrI9olwrrj https://t.co/J2Iv2Iv2qyY9v	no	nan	nan	nan	nan	no	no
578	Тъй като аптеките и хранителните продукти в САЩ се подготвят да доставят Covid-19 ваксини на обществеността, техните клиенти и работници се чудят какво се случва с допълнителните дози, останали неизползвани в края на деня - и кой може да получи достъп до такъв.	no	nan	nan	nan	nan	no	no
579	Съветът прие Регламент (ЕС, Евратом) No 966/2012 на Европейския парламент и на Съвета от 25 октомври 2012 г. относно финансовите правила, приложими за общия бюджет на Съюза, за изменение на Регламент (ЕО, Евратом) No 1605/2002 на Съвета и за отмяна на Регламент (ЕО, Евратом) No 1605/2002 на Съвета относно финансовите правила, приложими за общия бюджет на Съюза и за отмяна на Регламент (ЕО, Евратом) No 1605/2002 на Съвета (ОВ L 298, 26.10.2012 г., стр. 1).	yes	no	yes	yes	yes	yes	yes
580	Това е причината, поради която всички от тях са подписали това писмо с молба да ни помогнете незабавно да получим повече ваксини в нашия квартал- най-тежкият хит в NYC от COVID-19. https://t.co/TubBERKLMSj	no	nan	nan	nan	nan	no	yes
581	В Аляска, безгрижните хора са умирали от Codid-19 четири пъти по-често от броя на белите жители. Равномерните здравни работници сега водят до неотложна необходимост да се доставят на отдалечените села - с помощта на самолети и шейни, понякога при 61-те температури. https://t.co/37dCmZyfqi	yes	no	yes	no	no	no	no
582	CVS почти удвои броя на държавите, в които аптеките му предлагат Covid-19 ваксинации чрез федералната аптечна програма на Biden, каза CVS в изявление. Сега предлага ваксини Covid-19 в 29 държави и Пуерто.	yes	no	yes	no	no	no	no
583	Макар че ваксините могат да предотвратят лечението с COVID- 19, лечението с моноклонални антитела може да подобри симптомите на COVID - при някои хора и да им помогне да останат извън болницата.	yes	no	yes	no	yes	no	yes
584	"Не можем да позволим на фундаменталистите да определят ""религиозния"" възглед за ваксините."	no	nan	nan	nan	nan	yes	no
585	COVID-19 промени начина ни на живот и, с COVID-19 ваксини, достъпни за милиони и скоро за всички, това е нашият шанс да задвижим ръкавите си и да свършим нашата част. https://t.co/KGKjfKAX7	no	nan	nan	nan	nan	no	no
586	В същото време президентът и синовете му говорят против изолацията и маските и отричането на ваксините за нашите хора.	yes	no	yes	yes	no	yes	yes
587	"СПОДЕЛИ: ""Група от учени и лекари е издала отворено писмо, с което се обръща към Европейската агенция по лекарствата (EMA) за да отговори на въпросите за безопасността, свързани с #COVID19 #vacine, или да оттегли разрешението за употреба на ваксините."	no	nan	nan	nan	nan	no	no
588	"""Искам да прогоня хезитацията и да направя ваксинация на моите пациенти."" GP Dr@huchussain73 се обажда на всеки пациент от нейната операция, който все още не е приел своята #COVIDVVVVavaccine, като част от битката на NHS срещу хеситанси. ▪: @ rankinnhoto. https://t.co/OQbUrADDXhs://t.co/NghQDm0zgI"	no	nan	nan	nan	nan	no	no
589	"""Тези пациенти са изградили доверие със своя лекар и медицински сестри от години. Те сега слушат хората, на които се доверяват най- много, за да им дадат съвети относно ваксината."""	yes	no	yes	no	no	no	no
590	Както секретар, за мен е невероятно важно, че нашата армия прави всичко възможно да може да бъде част от разтвора COVID-19.	no	nan	nan	nan	nan	no	no
591	Има ли въпроси относно ваксините, разработени от @MacGlobalNexus?Yolog Zhou Xing обяснява как работят, как изследователите са мобилизирани толкова бързо, за да се развият и защо създават инхалаторна ваксина, а не инжектирана. https://t.co/XgJCMBYQiI	no	nan	nan	nan	nan	no	no
592	Аляска е първата държава, която отпада от изискванията за допустимост за ваксините Covid-19 и позволява на всеки 16 или повече хора, които живее или работи в държавата, да получи ваксина, Gov. Dunleavy казва: https://t.co/32DSapyzsA	yes	no	yes	no	no	no	no
593	Заедно с президентите Обама, Буш и Картър, аз съм горд да си партнирам с @Admil и @TheCovidCollab, за да държа американците информирани за ваксините COVID-19. Посети https://t.co/t54VJvUN3Q for more.	no	nan	nan	nan	nan	no	no
594	Тази сутрин, посетих екипа, работещ по Federal COVID-19 Отговор за ваксините и терапевтичните въпроси. (1/2) https://t.co/SQ7975b4	no	nan	nan	nan	nan	no	no
595	Благодарна съм за новите ангажименти на ЕС, Германия, Канада, Япония и САЩ, за да помогна да се направят безопасни и ефективни COVID-19 тестове, лечения и ваксини на разположение на хората по целия свят. Благодарение на #G7 и @ACTАкселератор за тяхното лидерство.	no	nan	nan	nan	nan	no	no
596	Ето я моята версия с Уолтър Ким на @NAEвангелистите, обясняваща защо ваксините са етични и безопасни. https://t.t.co/0/0GUKKXV3	no	nan	nan	nan	nan	no	no
597	ВСИЧКИ ИКОНОМИЧЕСКИ ИЗПЪЛНИТЕЛНИ ИЗТОЧНИЦИ НА ВЪНШНИТЕ ВОЙНИ ИЗТОЧНИ ИЗТОЧНИЦИ	no	nan	nan	nan	nan	no	yes
598	President Biden обяви разширени анти-корубни ваксини и че всички възрастни ще бъдат допустими до май 1. Моят Cinco de Mayo рожден ден желание сега е една ваксина и една шот текила.	yes	no	yes	no	no	no	no
599	Лабораторният секретар Silvestrre Bello ІІІ помоли правителствата на Германия и Обединеното кралство да предоставят на Филипините 600 000 дози COVID-19 ваксини, в замяна на разполагането на повече медицински работници в областта на здравеопазването.	yes	no	yes	no	no	no	no
600	"Добрите новини! Рейтинговата агенция ""Мразя"" и проектите, които ще нарастнат с 13,7% в FY2022, от 10,8% прогнозни по-рано. Преразгледаните цифри дойдоха на гърба на нормализирането на активността и нарастващото доверие в пазара с резултатите на Covid-19. https://t.co/lpBY9W8Bj"	yes	no	yes	no	no	no	no
601	Беше чудесно да съм в Шуторвил днес, за да обявя ново начало на ваксинацията, което ще предостави на Foundy Johnson &ham; Johnson ваксини за флоридиани 65 и по-стари през следващите три дни. #SeniorsScirst. Още тук - https://t.co/H80UiLdFsp https://t.co/lxNogW4tdp	yes	no	yes	no	no	no	no
602	В следващите две седмици постигнахме споразумение с BioNTech-Pfizer за доставка на още четири милиона дози СОВИД-19 за страните от ЕС през следващите две седмици.	yes	no	yes	no	no	no	no
603	Спектакълът на заболяването и ефекта на ваксините при клинични проучвания 1.	yes	no	yes	no	no	no	no
604	Наистина се надявам, че нигерийските служители ще разпределят ваксината COVID-19 въз основа на международните стандарти. Медицински лекари, медицински сестри и други фронтални работници, а след това, хора в 80-те, 70-те и 60-те години. Не бъдете злощастни и не споделяйте COVID-19 на семейството, приятелите и сътрудниците.	no	nan	nan	nan	nan	no	yes
605	През октомври 2008 г.	yes	no	yes	no	no	no	no
606	Ние сме готови да изпълним 70% от световните нужди на Covid Vaccine.	yes	no	yes	no	no	no	no
607	Индия е осигурила над 481 млн. дози от Ковидови ваксини за различни страни до 4 март. От общо 481.06 лв. дози от амбулаторни ваксини, изпращани в различни страни, 73,5 млн. дози са били доставяни като безвъзмездна помощ, 288.4 млн. лв. на комерсиална база и 11.16 млн. дози за COVAX.	yes	no	yes	no	no	no	no
608	От друга страна, повече от 2 милиона от тях са получили двете дози и са напълно ваксинирани и са напълно ваксинирани.	yes	no	yes	no	no	no	no
609	Това не беше оправдано, очевидно преувеличено и сега изглежда, че е шия и шия с ваксината Pfizer/Biointech от гледна точка на ефикасността.	no	nan	nan	nan	nan	no	no
610	Предупреждения за режима на този видеоклип. @OsloFF https://t.co/eho40xJ3F	yes	no	yes	yes	no	no	yes
611	Най-важното число е нула, което очевидно е броят на хората, които са починали или са били хоспитализирани от COVID след прием на някоя от тези ваксини.	yes	no	yes	no	no	no	no
612	Тази история и решението да се публикува са безразсъдни и безразсъдни.	no	nan	nan	nan	nan	no	no
613	Най- важното, което можеш да направиш, е да си завържеш ръка и да се сдобиеш с първата ваксина, която ти е предложена! Посетете уеб сайта на CDC за информация относно новата ваксина „ Johnson & mand; Johnson #COVID19, включително какво да знаеш преди да си вземеш ваксина: https://t.co/ gvIZSDUATF	no	nan	nan	nan	nan	no	no
614	"СВОБОДНИ ИЗСЛЕДВАНИЯ СЪГЛАСНО СЛУЖИТЕЛИТЕ: НАШИЯ @WhooopyGoldberg ни казва, че е получила първия си изстрел от коронавирусната ваксина и насърчава другите да направят същото: ""Get the hoot!"" Научете повече информация за COVID-19 ваксини: https://t.co/dGwggeZLEcy https://t.co/iaQtAbSawf"	yes	no	yes	no	no	no	no
615	За да се фокусираме върху ваксината COVID, е добро време да възстановим тази серия от серията на @WWSJ. Картите илюстрират огромното въздействие, което ваксините са имали върху човешкото здраве с течение на времето.	no	nan	nan	nan	nan	no	no
616	Ваксините са изключително ефективни за предотвратяване на тежки заболявания и смърт, но няма съвършена ваксина.	yes	no	yes	no	no	no	no
617	Бивши президенти Картър, Клинтън, Буш и Обама и първи дами се обединяват, за да призоват американците да получат ваксините: https://t.co/L9fpU4QvvA via @CBSNews &gt;&ggt;&lt;&ggt; и един президент направи тези ваксини да се случат.	yes	no	yes	no	no	no	no
618	Ние бяхме готови заради СПИН изследвания, Клинтън, Изследователския център за ваксини, Каталин Карико, Обама, Ебола изследвания, и Кизи Корбет: https://t.co.co/HXGGSooWODH https://t.t.co/E2E2Evewdgdgd	no	nan	nan	nan	nan	no	no
619	Руските разузнавателни агенции проведоха кампания за подкопаване на доверието в Pfizer Inc. и в други западни ваксини.	yes	nan	yes	yes	yes	yes	no
620	В Европа се казва, че в Европа се казва, че ще се откаже от тази ваксина и ще чака за тази ваксина и ще чака да се появи една от най-добрите AstraJeneca............................................................................................................................   ....       .......         ..                 ...                               .   ....                                                                                                              	yes	no	yes	no	no	no	no
621	Ето какво можете да направите, за да избегнете ненужните притеснения относно гърдата и други форми на рак, когато получите вашата ваксинация. https://s://t.co/BxXbkaAaib	yes	no	yes	yes	yes	no	no
622	Надявам се, че ви помага и да се чувстват свободни да споделят предложения за подобряване на съветите. @turbovax @nychotslots @MarKEvinNYC @melissadderosa https://t.co/GpqqgAqeHQb	no	nan	nan	nan	nan	no	no
623	"Много е малко вероятно да се повиши рискът от SARS-S-CoV- ре- ре-инфекция"" https://t.co/DWWzwWDwDwDwYY3 @cellhocidicbel https://t.co/iQucv7mL9MHHq"	yes	no	yes	no	no	no	no
624	Те не са насочени към медиите, а са към Q-Анон вярващи... единственото нещо, което побеждава дег е истината е точността и истината. @MalcolcolmNance разговори за най-новата дезинформация на Русия, те са насочени към Q-An-An-An-Ann-не--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------	no	nan	nan	nan	nan	no	no
625	Благодаря на всички, които направиха това възможно.	yes	no	yes	no	no	no	no
626	Водещи от фронтовата страна, Hon PM Siry @naredradrandropodi показва значението на ваксините #Convid19, като се приемат първите дози, но не и преди същото да се прилага на фронтлайните на работниците. Нека да последваме неговите съвети и да вземем Вашите дози от ваксината, за да направим India Covid free. https://t.co/bx4xkC5H	no	nan	nan	nan	nan	no	no
627	За мен е удоволствие да Ви съобщя, че скоро ще започне да се прилага COVID- до ваксините от 76 допълнителни @CossSharoc локации в цялата ни държава, като общият брой на ваксиналните местоположения на CVS ще бъде FL до 30 области. Повече информация тук - https://t.co/Y3jWFaWXlz https://t.co/SWweerGzpVh	yes	no	yes	no	no	no	no
628	С наличните три ваксини COVID-19 и постоянно увеличаваща се доставка, сега сме в състояние да отворим достъп до всички приоритетни групи от фаза 3. Новите назначения за фаза 3 ще бъдат изпратени на портала в полунощ. Научете повече: https://t.co/fpMRXEua4n https://t.co/XmV50rjeU9	yes	no	yes	no	no	no	no
629	Тази скорост ще отнеме **4.7 години **** ** ** ** ** ** ** ** ** за покриване на 7 % от популацията с две дози ваксина. И неравенството се разширява. LMIC страните се нуждаят от по-бързо #CodidVavacine.	yes	no	yes	no	no	no	no
630	Това са някои от изключителните жени, които са участвали в разработването и внедряването на COVID-19.	no	nan	nan	nan	nan	no	no
631	Допълнителни сведения от описателното обобщение на основанията за включване в списъка, предоставено от Комитета по санкциите:	yes	no	yes	no	no	no	no
632	https://t.co/TmoeWHWH8LBb via @TheFinalCall #SD2021 #Farrakhan https://t.co/grpmAT1mB	no	nan	nan	nan	nan	no	no
633	Бях на улицата миналата седмица и срещнах само един човек, който е категоричен за отказа на ваксината. Останалите имаха въпроси или се опитват да разберат как да се доберат до нея.	no	nan	nan	nan	nan	no	no
634	Никой не е безопасен, докато всички не са безопасни. https:://t.co/0CdeMcVO8F	no	nan	nan	nan	nan	no	no
635	За пореден път Калифорния промени своята стратегия: 40% от дозите ще отидат в незапазени зони, като Южна Лос Анджелис и източна част, най-тежко засегнати от COVID-19. последна от @LokeMMMMMy, @ronlin, @LATMelissHealy и мен https://t.co/C2iKIBwscS	yes	no	yes	no	no	no	no
636	Въздействието на ваксините и сравнението по отношение на ефикасността @TheEconomist https://t.co/ZAbvXRLUDN https://t.co/DHSTioW8Tl	no	nan	nan	nan	nan	no	no
637	"Всичко, което се случва с някого, ще се нарича ""свързана с ваксината"" и се оказва, че няма нищо общо с това."	yes	no	yes	no	no	no	no
638	Може и да не се чувства така точно сега, но богатите страни са поръчали толкова много #covidid19 ваксина, че скоро ще имат стотици стотици милиони излишни дози.	yes	no	yes	no	yes	no	yes
639	Журналистът проверил дали кодовете са попаднали в неподходящи ръце, но толкова много хора се записали, че градът трябвало да отмени ваксината. https://t.co/Ug5/Ug5Tg5TmDxSw2 https://t.co/bVXjSGjjj5C	yes	no	yes	yes	yes	yes	yes
640	Sada предоставя на разположение на тези 16 и повече, като става първа държава за отстраняване на изискванията за допустимост https://t.co/BLWq3hZBeG	yes	no	yes	no	no	no	no
641	Нюйоркчаните чакат за ваксини посред нощ - и се радват за това, че https://ts://t.co/dAikmtPV9	yes	no	yes	no	no	no	no
642	Един приятел, който е лекар по дентална медицина в Обединеното кралство, ме помоли да споделя тази информация относно ХИВ и СПИН и Canid-19. Съвети за възрастни, които живеят с HIV: британски ориентир.	no	nan	nan	nan	nan	no	no
643	Вашето дете не е имунизирано, но когато тези стероиди започнат да ритат и той хвърля 95м, вие ще ми благодарите, че имам вашите синове най-добър интерес към ума.	no	nan	nan	nan	nan	no	no
644	Защо да не ваксинираме бедните първи. Политическите лидери- https://s://t.co/i4Gme76bvD	no	nan	nan	nan	nan	no	no
645	Както и да е, Индия е единствената страна в диаграмата, която не е обещала да предостави безплатна ваксинация.	yes	no	yes	no	no	no	no
646	И докато тези ваксини предлагат истинска надежда, проучването установи, че около 1 на 3 американци не възнамеряват да получат шот. Най-много: Младите възрастни, хората без колежански степени и републиканци. https://ts://t.c.co/Xssi71IpDwMn	yes	no	yes	yes	no	no	no
647	Толкова е странно да видя членове на моята вяра, които са се молили и постели усърдно за лек за COVID-19 да отхвърлят високоефективните ваксини, които са се появили в протокола (може дори да се каже, че е чудо) време.	no	nan	nan	nan	nan	no	no
648	"""Това е една много сериозна болест и една ваксина срещу нея е от жизненоважно значение от жизненоважно значение. ""Свързана със съпругата си Ирен, 82-годишният пенсиониран учител Дерек Мерш беше първият, който получи своята #CovidVacina at @suder du in Guiddford днес."	yes	no	yes	no	no	no	no
649	- Никой не е в безопасност, докато всички не са в безопасност.	no	nan	nan	nan	nan	no	no
650	Ginkgo Biowork работи върху оптимизирането на производствения процес за РНК - ключовата съставка в ваксините, произведени от Pfizer/BioNtech и Moderna.	yes	no	yes	no	no	no	no
651	QLD лекар, експониран на #COVID, е направил всички правилни неща без нарушение на протоколите от ЛПС и все още резултатите са положителни.	yes	no	yes	no	no	no	no
652	"""Ние се надяваме, че с персонализираната ваксина, ние подготвяме имунната система, за да тръгнем след остатъчните туморни клетки, да ги отстраним и излекуваме пациента,"" казва нашият д-р Ван Морис от клиничното проучване за колоректален карцином: https://t.co/QFGGGGGB2v7Z @VanMoritrisMD @skopetz"	no	nan	nan	nan	nan	no	no
653	Полицията е арестувала 84 заподозрени и е конфискувала хиляди фалшиви COVID-19 ваксини при нападения в Китай и Южна Африка https://t.co/r3fWqAsfil	yes	no	yes	no	no	no	no
654	Covid-19 може да бъде край, но ако Нигерия не е подготвена за следващия Пандемия. Ние ще се молим за Ваксини отново и светът може да не е толкова щедър. Фактът, че стажант Докторите не са платени в продължение на 3 месеца е доказателство, че не е..	yes	nan	yes	yes	yes	no	yes
655	Това означава, че някои хора ще се почувстват леко възпалено, отпадна, отпадна или не след ваксинацията си. Повечето нежелани реакции са леки и не трябва да продължават повече от една седмица.	yes	no	yes	no	no	no	no
656	Днес австралийското правителство стартира австралийската програма за COVID-19, с първата ваксинация, провеждана в Сидни. Повече подробности за провеждането на безопасната и ефективна COVID-19 ваксини ето тук: https://t.co/svQSoyyy6dDv https://t.co/QJ455hAyOg	yes	no	yes	no	no	no	no
657	"""Великобритания и САЩ са наложили категорична забрана върху износа на ваксини или ваксини, произведени на тяхна територия."" HMG: ""Великобритания не е блокирала износа на една-единствена ваксина COVID-19. Всички препратки към забрана за износ в Обединеното кралство или каквито и да е ограничения върху ваксините са напълно неверни."""	yes	no	yes	yes	no	no	no
658	Тези безопасни и ефективни ваксини са нашият изход от тази пандемия и към възстановяване и подновяване.	yes	no	yes	no	no	no	no
659	Първата седмица на проведените от COVID експериментални проучвания в Южна Корея: 7 ДЕА и повече от 2 800 пациенти: https://t.co/MdwY1qD0yd https://t.co/yo3ycH4D	yes	yes	yes	yes	yes	yes	yes
660	Не съм публикувал за ваксините, които са опасни - моята точка е, че ние не знаем все още и затова е мъдро да го направим.	no	nan	nan	nan	nan	yes	yes
661	Първата партида (т. 1. млн.) AstraZeneca COVIDID- до	yes	no	yes	no	no	no	no
662	Тези ваксини са пълно и общо научно чудо. https:://t.co/hc7IhuK	yes	no	yes	no	no	no	no
663	В други новини, главен изпълнителен директор на HSE Пол Рийд увеличава заплатата до 420,103 евро.	yes	nan	yes	yes	no	no	no
664	Ние сме транспортирали и доставили първата партида от СОВИД ДО ВАксини до Етиопия, която е пристигнала днес и доставена до Етиопската MoH в церемония, която се проведе в товарния ни терминал. Ще продължим да предоставяме тази мисия-критична услуга за спасяване на животи. #FlyEthypian https://t.co/yx3XtNq0JR	yes	no	yes	no	no	no	no
665	През последните две седмици УНИЦЕФ и партньори са доставили над 15 милиона СОVID-19 дози до страни чрез COVAX. Заедно с @WHO, @GAVI и @CEPIVacines, ние работим, за да направим ваксините достъпни за всички. https://t.co/IJq8DXs3MN	yes	no	yes	no	no	no	no
666	Дания и Норвегия временно прекратиха прегледа на AstraZeneca-Oxford Covid- срещу въпроси, свързани с кръвосъсирването https:://t.co/4KesCTg1cr https://t.co/CxKwjfSpp	yes	no	yes	yes	yes	yes	yes
667	След като през януари една група от осем западни дънни трайни горили се разболя, в Сан Диего, екипът на зоопарка получи експериментални COVID-19 ваксини, за да даде на маймуните да се грижат за тях, включително bonobos и orangutans https://t.co/TVHQID8bK	yes	no	yes	no	no	no	no
668	Ние изиграхме нашата роля - KES 84 млрд. до COVAX, а? здраве партньорство, и наука? между @KEMRI_Kenya & amp; @OxfordVac. https://t.co/00JexjoOAAa	yes	no	yes	no	no	no	no
669	Нямам търпение да чуя за това щедро дарение и да се зарадвам, че хората от Сомалия ще имат достъп до ваксини като останалата част от света. https://t.co/0bDvI8s6k0	no	nan	nan	nan	nan	no	no
670	...................................................................................................................................	yes	no	yes	no	no	no	no
671	В моята последна статия, ще обясня как #COVIDIDID19 е изложил на предшебното правило на СТО като един от най-разнородния инструмент, който неговите архитекти са си поставили за цел да бъдат, давайки на богатите нации, давайки им най-доброто от себе си, техните фармацевти гигантизират мощта на кадровите технологии и контролират световната доставка на ваксини. https://t.co/bhFHHHDanqAq	no	nan	nan	nan	nan	no	no
672	Би могло да даде тласък на усилията за използване на технологията за справяне с рака, маларията и други вътреболнични заболявания. https://t.co/SxicocogOT	yes	no	yes	no	no	no	no
673	Продължават да разпространяват #COVIDID19 ваксини, #FBBI и нашите партньори предупреждават за схеми за измами, свързани с ваксини.	no	nan	nan	nan	nan	no	no
674	Това не означава, че не е ядосало цели страни.	no	nan	nan	nan	nan	no	no
675	Тъй като държавите членки правителството са се скрили и са се хранили със своите семейства самостоятелно, те също така трябва да приемат тези продукти самостоятелно със семействата си!	no	nan	nan	nan	nan	no	yes
676	Днес ние обявихме споразумения с @BARDA и @JNJNNews, които ще ни дадат възможност да използваме производствения си капацитет, за да доставяме много необходими ваксини и лекарства за #COVID19 пандемия. $MRK https://t.co/B5S9kcN6AB https://t.co/eHumplishehj	yes	no	yes	no	no	no	no
677	Секретарят на правителството на федерацията (ГФ), г-н Бос Мусафа, както и членовете на президентската работна група „СОВИД-19“ ще получат своите дози от ваксините „Оксфорд-Астразинека СОВИД–19“ днес, каза в изявление Службата на ГЩО.	yes	no	yes	no	no	no	no
678	Първичната ваксина COVID - е безопасна и критична стъпка, която можете да предприемете, за да спрете пандемията, след като веднъж ваксините станат широко достъпни.	yes	no	yes	no	no	no	no
