tweet_no	tweet_text	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label
448	أمرت إدارة Tram مكاتب الهجرة بأن تزيل على الفور الملصقات التي تشرح كيفية منع #Corona Virs URL	yes	nan	yes	yes	yes	yes	yes
449	أنا ممرضة تعمل مع أكثرنا ضعفاً. لا أستطيع أن أخضع للاختبار. لا يمكن اختبار أي من مقدمي الرعاية لدينا. لا يمكن اختبار مرضاي. لا يمكن لعائلات مرضاي أن تخضع للاختبار. لا يمكن اختبار أفراد عائلتي. ولا أحد أعرفه قادر على تحمل تفويت العمل #GasMaskGaeetz URL #GasMaskGaetz URL.	yes	no	yes	yes	yes	yes	yes
450	لقد شاركت هذه القصة بشكل رئيسي لأنني أريد من الناس أن يعرفوا مدى صعوبة حتى الحصول على اختبار لـ #COVID19 في ولاية ميسوري الآن. مع مثل هذه المجموعة الضيقة من الناس التي يجري اختبارها، هل يمكن حقاً أن تعرف مدى تفشي المرض؟ النظام الحالي يبدو أحمقاً جداً.	yes	no	yes	yes	yes	yes	yes
451	مرحباً، الخامس والعشرون. لا شك في أنه يذوب من هنا: ترامب، جرمافوبي الرئيس، مكافحون للسيطرة على قصّة كوفيد - 19 URL	no	nan	nan	nan	nan	no	no
505	وكانت هذه لحظة خاصة جداً بالنسبة لجميع البرباديين وأود أن أشكر رئيس الوزراء مودي على ما قام به من عمل سريع وحاسم وفظيع في تمكيننا من الاستفادة من هذه اللقاحات.	yes	no	yes	no	no	no	no
506	تكلم الرئيس @CyrilRamaphosa عن التدابير التي تتخذها الهند وجنوب أفريقيا لمكافحة وباء COVID-19 محليا ودوليا، وقدرة الهند على إنتاج الأدوية واللقاحات تدعم جهود العديد من الدول، بما في ذلك أصدقاؤنا في أفريقيا.	yes	no	yes	no	no	no	no
507	لقد وافق مجلس الشيوخ للتو على إغاثة COVID. 1,1,400 دولار شيكات إغاثة. التمويل لللقاحات. التمويل لإعادة فتح المدارس. المال لإعادة فتح المدارس. الغذاء، البطالة، ومساعدات الإيجار. خفض فقر الأطفال إلى النصف. مساعدة الأعمال التجارية الصغيرة. يجب أن نضع حداً لهذا الوباء. والمساعدة في الطريق.	yes	no	yes	no	no	no	no
508	ولكن بفضل الخدمات الصحية الهندية والشراكات القوية مع الحكومات القبلية، والمنظمات، والمجموعات الهندية الحضرية، تم بالفعل تقديم أكثر من 500 ألف لقاح في الطريق.	yes	no	yes	no	no	no	no
509	إن جميع لقاحات COVID-19 التي أكملت تجارب سريرية ذات كفاءة كبيرة هي لقاحات فعالة جداً في منع COVID الشديد. ولم يمرض أي شخص ملقح بما يكفي لتطلب دخوله المستشفى. ولم يمت أي شخص ملقح من COVID-19. https://t.co/zBwyL880BZ.	yes	no	yes	no	no	no	no
510	هذا ما أفعله بينما أنتظر دوري للقاحات COVID-19: التنكر، البقاء على الأقل ستة أقدام بعيداً عن الآخرين، تجنب الحشود، وعدم التجمع داخل مع أشخاص لا أعيش معهم. هكذا سأحدث فرقاً وأساعد #SlowTheSpread.	no	nan	nan	nan	nan	no	no
511	إن لقاحات COVID-19 موجودة هنا، ولكن ما أقوم به لا يزال مهماً. لذا، أنا أتنكر، وأتجنب الحشود، وأبقى على الأقل ستة أقدام بعيداً عن الآخرين،	yes	no	yes	no	no	no	no
512	وأخيراً، قدمت باكستان طلبات للحصول على اللقاحات في الهند في إطار برنامج التحالف العالمي للقاحات والتحصين. @fawadchawdhry o o o o	yes	no	yes	no	no	no	no
513	بعد ظهر هذا اليوم، أستضيف حدثاً مع المديرين التنفيذيين لشركة جونسون آند إمب؛ وجونسون وميرك لمناقشة شراكتنا التاريخية لإنتاج المزيد من لقاحات COVID-19. Tune في https://t.co/S3OxWrOgt.	no	nan	nan	nan	nan	no	no
514	1) إذاً لدى أوروبا نظام الإبلاغ عن الأحداث المعاكسة الخاصة بها بالنسبة للعقاقير واللقاحات، يسمى EUDRA. لديها الآن بيانات للقاحات الكوفيد. والتي تبين أنها أسوأ من بيانات الولايات المتحدة. تحتوي الآن على 58,000 تقرير للقاح @pfizer وحده، بما في ذلك حوالي 730 حالة وفاة...	yes	nan	yes	yes	yes	yes	yes
515	ضعوا الأقنعة، تجنبوا الحشود، وابقوا على الأقل على بعد ستة أقدام حتى نحصل على ما يكفي منا على لقاحات COVID-19.	no	nan	nan	nan	nan	no	no
516	فإسرائيل تنكر اللقاح على الفلسطينيين الذين تسيطر على أرضهم وحياتهم. وقد ناشدت منظمة الصحة العالمية إسرائيل: بلا جدوى. الفصل العنصري في العمل. https://t.co/BpDRDWS4H. https://t.co/BpDRDWS4H.	yes	nan	yes	yes	yes	yes	yes
517	حقيقة واقعة: إن لقاحات ميكرونا #covid mRNA أصبحت الآن مسؤولة عن عدد أكبر من تقارير الآثار الجانبية إلى VAERS منذ ديسمبر/كانون الأول من أي نوع آخر من الفيتامينات التي تم تجميعها في العام الماضي. وثمانية أضعاف عدد تقارير الوفاة.	yes	yes	yes	yes	yes	yes	yes
518	وكجزء من عملية التلقيح الجارية على الصعيد الوطني التي شهدت تحصين أكثر من 000 230 شخص، تلقى الرئيس كاغامي والليدي الأولى جانيت كاغامي لقاحاتهما رقم #COVID-19 في مستشفى الملك فيصل. https://t.co/Oyaltad9W.	yes	no	yes	no	no	no	no
519	شكراً لحكومة الهند وغيرها من البلدان الشريكة على إسهامها القيّم في مكافحة #COVID19#DrSJaishankar	yes	no	yes	no	no	no	no
520	معلومات عن لقاحي استرازرازينينيكا وسينوفاتش COVID-19 من مجموعتي فريقي COVID 19 UU-PGH COVID-19 https://t.co/wpqUkoqjxW	no	nan	nan	nan	nan	no	no
521	أطلقت حملة عالمية لإزالة تجريم الشذوذ الجنسي، إيران أضعف ومعزولة، كوريا الشمالية حوار مفتوح، الصين كشفت النقاب عن فقدان الأمل، وواجهت بولندا في برنامج الإعفاء من التأشيرة، التطبيع الاقتصادي بين صربيا وكوسوفو. USMCA-Kosovo Economic Standardation. USA Abrama Apprame Applamenses for Coved 19 in warp سرعته.	yes	no	yes	no	no	no	no
522	أربعة رؤساء سابقون تجمعوا معاً من أجل حملتين وطنيتين للحملتين الوطنيتين تم إطلاقها يوم الخميس مصممة لقيادة الثقة في لقاحات COVID-19 - وهم جميعاً مصوّرون الحصول على تلقيح ضدّ الفيروس https://t.co/nG9V6jalhl	yes	no	yes	no	no	no	no
523	لقد كانت أمريكا دائما في أفضل حالاتها عندما كنا نبحث عن بعضنا البعض ونتحد في قضية مشتركة. والآن، ومع تطوير لقاحات COVID-19 الآمنة والفعالة، لدينا الفرصة للارتقاء إلى مستوى اللحظة مرة أخرى.	no	nan	nan	nan	nan	no	no
524	لقد حققت سلاسل البقالة أرباحاً بـ18 مليار دولار في الوباء حتى الآن. تقريباً توقفوا جميعاً عن دفع رواتب الأبطال بعد شهر. حصل 29 ألف عامل بقالة على covid و 74% منهم ليسوا مؤهلين لللقاح بعد. نحن لا نعاملهم على أنهم ضروريون. إنهم ذبائح. https://t.co/fZRruG3tBo. https://t.co/fZRruG3tBo.	yes	no	yes	yes	yes	no	yes
525	هناك الكثير من التضليل والخوف حول #COVID19 لقاحات للحوامل والمرضعات. @YalMSTP@Alesluculligan وأنا كتبنا هذا الرأي لتبديد هذه الأساطير، وتقديم الحقائق ذات الصلة. يرجى المشاركة على نطاق واسع. https://t.co/iyinLwvE5y.	no	nan	nan	nan	nan	no	no
526	جديد: قامت وكالات الاستخبارات الروسية بحملة لتقويض الثقة في فايزر وغيره من لقاحات الكوفيد باستخدام منشورات على شبكة الإنترنت شككت في تطورها وسلامتها في الأشهر الأخيرة، وقال مسؤولون في الولايات المتحدة w/@mgordonwsje https://t.t.co/x0P4rCIEAx.	yes	nan	yes	yes	yes	yes	yes
527	في الهند برنامج التطعيم يتقدم بشكل جيد مع اثنين من لقاحات الشعوب الأصلية Covishield و Covacsin. stat-Bhakti الذي أعطته @TaintRampalJiM هو لقاح جيد الاختبار. #COVID19Vacine#COVID19#COVID19#COVID_19#COVIDVaccine https://t.co/bpHvMCxfOj.	yes	nan	yes	no	no	no	no
528	مرحباً جميعاً، أنا الدكتور (أنتوني فاوسي)، كبير المستشارين الطبيين لرئيس ومدير (النايتيد نيوز)، وسأقضي الساعة القادمة أو نحو ذلك أجيب على أسئلتكم حول (كوفيد-19) والعلم وراء اللقاحات.	no	nan	nan	nan	nan	no	no
529	قدمت منظمة الصحة العالمية توجيهات جديدة بشأن لقاح كوفيد - 19 في العصر الحديث هذا الأسبوع، موصية بشكل عام بعدم استخدامه لمعظم الحوامل، ورددت توجيها مماثلا لقطة Pfifizer and BioNTech https://t.co/Dyx2aSUWAF	yes	nan	yes	yes	yes	yes	yes
530	أمي العزيزة: حباً بالله والأسرة، لا تدع أحداً يضرب أطفالك باللقاحات التجريبية COVID-19. https://t.co/0LIZF4drgq.	no	nan	nan	nan	nan	yes	yes
531	لا تقارن كفاءة 95% من لقاح بـ 67% من آخر. هذا يعني فقط النسبة المئوية من الناس الذين قد لا يحصلون على COVID كل اللقاحات المدرجة أدناه	yes	no	yes	no	no	no	no
532	المرأة والعدالة: قامت أجهزة الاستخبارات الرئيسية الروسية الثلاث جميعها (SVR, FSB, and GRU) بتشغيل مواقع إخبارية مزيفة وحسابات إعلامية اجتماعية زائفة لنشر معلومات خاطئة عن لقاحات فايزر وحداثة في محاولة لتقويض الثقة فيها. https://t.co/t3kmmCYvBFs عن طريق @WSJ	yes	nan	yes	yes	yes	yes	yes
533	سيعلن (بايدن) الليلة أن أطباء الأسنان، القابلات، المسعفين، الأطباء البيطريين، طلاب الطب وغيرهم من طلاب الرعاية الصحية	yes	no	yes	no	no	no	no
534	وتحتفل فيتنام بستة أشهر من دون أي وفيات ناجمة عن فيروس الكورونا. فقد أرسلت كوبا أخصائيين صحيين إلى 40 بلداً أثناء انتشار الوباء، وهي الآن في المراحل النهائية من إنتاج لقاحين ضد كوفيد-19. وكانت أسوأ الاشتراكية لا تزال أفضل من أفضل رأسمالية - ج. لوكاكاس.	yes	no	yes	no	no	no	no
535	وبعد ثلاثة أشهر من تكتيكات التأخير التي قام بها المحافظون، صوتوا بالأمس ضد التشريعات اللازمة التي من شأنها أن توفر:	yes	no	yes	yes	yes	no	yes
536	#Andia #VacciineMaitri هو شفاء #الإنسانية. من دواعي السرور أن الهند ترسل لقاحات مجانية من طراز COVID-19 إلى البلدان الصديقة والبلدان البعيدة مثل البرازيل والمغرب وجنوب أفريقيا على أسس إنسانية. لا يمكن للعالم أن يشكر الهند بما فيه الكفاية. لا يمكن للعالم أن يشكر الهند بما فيه الكفاية. @VacciineDiplomacy@UN https://t.co/vhLcfG7AQu	yes	no	yes	no	no	no	no
537	سوف يتبرع جويل إمبيد بدخله البالغ 100 ألف دولار من دولارات الولايات المتحدة إلى ثلاثة مآوى للمشردين في فيلادلفيا للمساعدة في توفير ما يلي: - تقديم العلاج والرعاية للذين يحصلون على لقاحات COVID-19 - توفير الأموال لمخيم صيفي - تقديم الدعم للأسر التي كانت بلا مأوى سابقاً (https://t.co/MLYYAC3E8j)	yes	no	yes	no	no	no	no
538	تُظهِر البيانات أن اللقاحات فعّالة بشكل غير عادي في منع الموت من الحامض والحيلولة دون انتقاله من الحامض. ولا شك أن هراء إزالة الحنجرة حول اللقاح يُحَمِّل أعداداً هائلة من الناس من الحصول على التطعيم ووضع حد للوباء على نحو نشط.	yes	no	yes	no	no	no	no
539	ولكن من المهم أن نستمر في البقاء على بعد ستة أقدام من الآخرين، ارتداء الأقنعة، وتجنب الحشود للمساعدة في إبطاء انتشار COVID-19.	yes	no	yes	no	no	no	no
540	المعلمون، موظفو المدرسة، والعاملون في برامج رعاية الأطفال: @POTUS تحدى الولايات أن تحصل على أول لقاح لك بحلول نهاية آذار/مارس. البرنامج الفيدرالي للتجزئة سوف يعطي الأولوية للقاحات. ابحث عن الصيدليات المشاركة هنا: https://t.co/lmCctm9P1Q.	no	nan	nan	nan	nan	no	no
541	كانت تغرد عن هذه القصة التي حصلت على حسابي وعدد آخر تم حجبه على تويتر. إنها عن بيل غيتس، ولماذا يرفض دعم المكالمات لإسقاط براءات الاختراع على لقاحات كوفيد 19. سألته شخصياً عن القضية. https://t.co/EAVDJQl1Qy.	no	nan	nan	nan	nan	no	no
542	Briaking @ians_india: رئيس الوزراء الكندي @JustinTrodou دعا اليوم PM@narinderamodi وطلب لقاحات من نوع (Covid-19) وقد أكد له رئيس الوزراء مساعدته.	no	nan	nan	nan	nan	no	no
543	@DWUhlfelderraw CVS جعل التعيينات متاحة لما قبل K من خلال 12 المربين والموظفين والعاملين في مجال رعاية الأطفال في جميع الولايات الـ 17 حيث نقدم حاليا لقاحات COVID-19، دون حد للسن وفقا للمبادئ التوجيهية الاتحادية! الطريق إلى الأمام، CVS! https://t.co/jtUYM3BcY	yes	no	yes	no	no	no	no
544	"نسمع الكثير من الحديث عن جوازات السفر ""الفضائية"" لأولئك الذين حصلوا على اللقاح، ولكن لا نتحدث عن جوازات السفر ""الحصانة"" لأولئك الذين حصلوا على مناعة طبيعية. فقط الحصانة من اللقاحات تحتسب في هذه الخدعة حول بيع اللقاحات."	no	nan	nan	nan	nan	no	yes
545	كل شخص يستمر في مقارنة اللقاحات المختلفة، وبصراحة أنا في النقطة التي سأتناول فيها واحدة مصنوعة من قبل Frito-Lay	no	nan	nan	nan	nan	no	no
546	"""يمكن الآن اتخاذ إجراء لضمان أن تتمكن كندا من إنتاج لقاحاتها الخاصة دون الحاجة إلى الاعتماد فقط على الشركاء الدوليين."" @Mussmanlab يسوق حجة لـ @MacglobalNexus Fitzhenry Vctorry Lab لإنتاج الجرعات اللقاحية COVID-19 لجميع الكنديين. https://t.co/J3Nvb5faq6."	yes	no	yes	no	no	no	no
547	كندا لديها اتفاقات توريد للقاح COVID-19 - فايزر: ما يصل إلى 76 مليون جرعة من العصر الحديث: 44m AstraZeneca: 20m AstraZeneca من SII: 2m هذه اتفاقات تجارية ولا يوجد بلد آخر يصنع مثل هذه الاغنية والرقصة حول توفير اللقاحات. https://t.co/ATMA1rC8uz.	yes	no	yes	no	no	no	no
548	New: تقوم ألاسكا الآن بإتاحة لقاحات covid لجميع من تجاوزوا سن 16 سنة، وهي الولاية الأولى التي توسع نطاق أهلية اللقاح ليشمل جميع الأعمار التي تمت الموافقة على تلقي جرعات covid. https://t.co/ugNHNqAa91.	yes	no	yes	no	no	no	no
549	@NASAPersvere Rover حملت لوحة تذكارية إلى المريخ للتعبير عن الامتنان للمجتمع الطبي على الخطوط الأمامية لوباء COVID-19. للباحثين الذين طوروا لقاحات، نشكركم. https://t.co/Aff9DtZ5jD.	no	nan	nan	nan	nan	no	no
550	"وهذا يجعل إيران الدولة الحادية عشرة التي تحظر اللقاحات. تحظر إيران استيراد لقاحات المملكة المتحدة والولايات المتحدة Covid-19، قائلاً إنها ""غير موثوق بها تماماً"" https://t.co/gdiFtSWHHb."	yes	no	yes	yes	yes	yes	yes
551	يجب على فلوريدا أن تعرض اللقاحات على جميع المعلمين، العاملين في الزراعة والغذاء، وغيرهم من الموظفين الأساسيين. المورد هناك، @GovRonDesantis - حان الوقت لفتح الأهلية وإنقاذ الأرواح. https://t.co/YkJJgHqrt.	no	nan	nan	nan	nan	no	no
552	Dangers of COVID-19 VACINES! يحذر الدكتور ستييلا إيمانويل من خطر لقاح 19 الكوفيد من قبل فايزر والحداثة #COVID19#Covid#Covid#Corona فيروس #Covis#Covid Vacciine #اللقاحات #VacunaCOVID19 #Vaccine tragategy #New Worldarderder https https://t.co/K0LkFrab0W	no	nan	nan	nan	nan	yes	yes
553	اشترت الفلبين ما يقرب من 000 100 جرعة من لقاحات COVID-19 من AstraZeneca، كما قال مشغل سلسلة الأغذية السريعة أنها تخطط لتطعيم موظفيها مجانا. https://t.co/zG8pwZ8c1G.	yes	no	yes	no	no	no	no
554	آخرها عن اللقاحات: لقد تلقينا ما يقرب من مليون جرعة من لقاحات COVID-19 الأسبوع الماضي - وسنحصل على مليون أخرى هذا الأسبوع. قبل نهاية الشهر، سنكون قد تلقينا ما مجموعه 8 ملايين جرعة من لقاحات COVID-19 للناس في جميع أنحاء البلاد.	yes	no	yes	no	no	no	no
555	لقاحات COVID19 آمنة للأشخاص المصابين بفيروس نقص المناعة البشرية! معرفة عن لقاحات COVID-19 وفيروس نقص المناعة البشرية هنا	yes	no	yes	no	yes	no	no
556	This AsswerShot https://t.co/qXUz20B2k	yes	no	yes	no	no	no	no
557	"حسناً، استمعوا، سلالة جديدة (B.1.526) من نوع (COVID-19) نشأت في مانهاتن في شباط/فبراير ""تضلل بعضاً من حماية الأجسام المضادة"" و amp; اللقاحات التي لا نريد أن تزداد الأمور سوءاً لذلك ارتدوا أقنعة فوق أنفكم، أبقوا على مسافة جسدية من ppl، AVOID Groups، والحصول على أي لقاح إذا كان بإمكانكم الحصول على https://t.co/tTftCb1VIK"	yes	no	yes	no	yes	no	no
558	تحديث بشأن اللقاحات: @GovCanHealth تمت الموافقة على لقاح COVID-19 الخاص بجانسن. هذا هو اللقاح الرابع الذي يعتبر آمناً وفعالاً من قبل خبراء الصحة الكنديين - ومع تأمين الملايين من الجرعات بالفعل، نحن على بعد خطوة من التغلب على هذا الفيروس.	yes	no	yes	no	no	no	no
559	أما الذين يدّعون زوراً أن اللقاحات آمنة 100 في المائة والذين يضحكون على مضادات التكهنات فسيعتمدون على أولئك الذين يرفضون قول الأكاذيب الرسمية ليقولوا أن التطعيم الواسع الانتشار * هو أمر حاسم. 23 يموت في النرويج بعد تلقي لقاح COVID-19: https://t.co/eN10HwZvqw عبر @nypost	yes	nan	yes	yes	yes	yes	yes
560	وفي حال عدم توفر كل هذه الأدلة، فإننا نطالب بسحب الموافقة على استخدام اللقاحات القائمة على أساس الجينات إلى أن تتم معالجة جميع المسائل المذكورة أعلاه على النحو المناسب من خلال ممارسة العناية الواجبة من جانب هيئة الإدارة البيئية (EMA) https https://t.co/lgznoGXJBc	no	nan	nan	nan	nan	no	yes
561	وبالإضافة إلى ذلك، بدءاً من يوم الاثنين، أبريل/نيسان 5، فإن جميع المشيخدرين من سن 16 فما فوق الذين لم يكونوا مؤهلين من قبل سوف يصبحون مؤهلين للحصول على لقاح. وهذه أخبار مثيرة للاهتمام، وأنا أحث جميع المشيكلين المؤهلين على الحصول على واحدة من ثلاث لقاحات آمنة وفعالة من لقاحات COVID-19.	yes	no	yes	no	no	no	no
562	وقد منع الاتحاد الأوروبي وإيطاليا شحنة أسترازينيكا من اللقاح من طراز COVID-19 الموجهة إلى أستراليا بعد أن فشل صانع العقار في تسليم الجرعات التي وعد بها أوروبا.	yes	no	yes	yes	no	no	no
563	هذا الأسبوع، تولى فريق @OSUWEXMed إدارة بعض من أول Johnson & amp; Johnson COVID-19 لقاحات -- الجرعة الوحيدة الوحيدة بجرعة واحدة التي أذنت بها هيئة التنمية الحرجية. نحن نعمل على زيادة إنتاجه لأن لقاحاً ثالثاً آمناً وفعالاً يعني أننا نستطيع تحصين المزيد من الناس بسرعة أكبر. https://t.co/fAdDDVIMLg8.	yes	no	yes	no	no	no	no
564	تفسير بسيط للدولة الناقلة المحتملة بعد اللقاحات ولماذا لا نزال بحاجة إلى أقنعة من أجل امتداد: https://t.co/br31dXyyyLk @guardiancience@JessicaGlenza و@alv9n https://t.co/FOFH1xLXh1G	no	nan	nan	nan	nan	no	no
565	لا تحصل على الملتوية: Johnson & amp; اللقاح Johnson فعّال بنسبة 100٪ في منع علاجات ووفيات Covid-19، وفقاً لبيانات التجارب الإكلينيكية. https://t.co/QYSAYiG9Ni https://t.co/nuJ2157Z2M.	yes	no	yes	no	yes	no	no
566	يقول مايك ييدون إن معظم الناس لا ينبغي أن يأخذوا لقاح الكوفيد. https://t.co/xk0x35XAX8.	yes	nan	yes	yes	yes	yes	yes
567	NC مصنف في المرتبة الأولى في الولايات المتحدة للقاحات للبالغين الذين تجاوزوا 65 سنة، الطريق إلى الذهاب إلى NC! أنا فخور جدا بمقدمي اللقاحات لدينا في جميع أنحاء شمال كارولينا، والفريق المدهش في @NCDHHS، لكل عملهم الشاق للحصول على اللقاحات في الأسلحة بسرعة وعدالة. https://t.co/muMgDxcMN9.	yes	no	yes	no	no	no	no
568	نصيحتي بسيطة: البقاء على علم بسلامة وفعالية لقاحات COVID-19. تحدثت مع طبيبي وأخذت اللقاح، وأنا سعيد لأنني فعلت. هذه اللقاحات تنقذ الأرواح. https://t.co/lzKAR51ll7.	yes	no	yes	no	no	no	no
569	واللقاحات الثلاثة المأذون بها جميعها في الولايات المتحدة - التي تم الحصول عليها بواسطة Johnson &amp؛ وJohnson, Motherna, and Pfizer and BioNTech - تقلل إلى حد كبير من خطر الحصول على Covid-19. كما أن لها كفاءة عالية في مواجهة نتائج أكثر خطورة مثل الاستشفاء والموت. انظر المزيد: https://t.co/N1it9ZKnQW.	yes	no	yes	no	no	no	no
570	لقد وافقنا للتو على مشروع قانون إغاثة COVID-19 الذي سيوفر الدعم الفوري للأسر العاملة والأعمال التجارية الصغيرة في أريزونا، والمساعدة في إعادة فتح المدارس بأمان، والحصول على لقاحات في أسلحه الناس، وإعادة اقتصادنا إلى مساره. https://t.co/tPGJ8MC5Td.	yes	no	yes	no	no	no	no
571	ALERT: تقدم صيدلية CVS الآن لقاحات COVID-19 في ماساتشوستس للمدرسين K-12، وعمال الرعاية النهارية وعمال ما قبل المدرسة، والموظفين. https://t.co/pBRXCSpHmmL.	yes	no	yes	no	no	no	no
572	قبل مؤتمر COVID-19، كان يجري استكشاف لقاحات mRNA كجزء من الرعاية السرطانية. اقرأ كيف يدرس الدكتور فان موريس والدكتور سكوت كوبتز لقاحات mRNA الشخصية في سرطان الألوان: https://t.co/xwa3urAi3w@VanMorrismed@skopitz#ColorECtalCancer #End Canser	yes	no	yes	no	no	no	no
573	وفي أوائل عام 2022 بالنسبة للأطفال، يقول الدكتور فاوسي https://t.co/Assyv8Nzj2.	no	nan	nan	nan	nan	no	no
574	"يقول الدكتور أنتوني فاوسي أن الجمهوريين الذين يشككون في لقاحات كوفيد - 19 يجب أن يتبعوا القيادة السابقة لـ ترامب ويتم تطعيمهم. ""آمل أن يلاحظ الجمهوريون أن الرئيس السابق للولايات المتحدة قد تم تطعيمه، وهو ما يعني أنه يؤمن بالتطعيم."" https://t.co/ILJ228jt2Q."	no	nan	nan	nan	nan	no	no
575	"في المحاكاة، ""تعرّض الناس للتطعيم عاجلاً بلقاح أقل فعالية حالت دون حدوث المزيد من حالات (كوفيد-19) والعلاجات الاستشفائية والوفيات مقارنة بالانتظار حتى شهراً واحداً للحصول على لقاح أكثر فعالية."" https://t.co/u3Oxper8zVk."	yes	no	yes	no	no	no	no
576	لقد تجاوزت أمة نافاجو هدفها المتمثل في إدارة 000 100 لقاح من لقاحات COVID-19 بحلول نهاية شهر فبراير/شباط، وهو رقم يمثل أكثر من نصف سكانها. والواقع أن عملنا من أجل زيادة الإمدادات، وزيادة الأماكن اللازمة للتطعيم، وزيادة الملقحات يحدث فرقا.	yes	no	yes	no	no	no	no
577	العديد منا لديه أسئلة حول لقاحات COVID-19. لذا حصلت @wkamaubel على أجوبة من مجموعة من السود الأطباء والممرضات والعلماء. مشاهدة محادثة #BetweenUsApoutUs: https://t.co/SjrI9olwrj https://t.co/J2Iv2qyY9v رجاءً Retwit والحصول على التطعيم عندما تستطيع	no	nan	nan	nan	nan	no	no
578	في الوقت الذي تستعد الصيدليات والبقالة عبر الولايات المتحدة لتوزيع لقاحات Covid-19 إلى الجمهور، يتسائل زبائنهم وعمالهم ما يحدث لجرعات إضافية تركت غير مستخدمة في نهاية اليوم - والذي قد يحصل على واحد.	no	nan	nan	nan	nan	no	no
579	"ورفضت إسرائيل طلبات منظمة الصحة العالمية والمسؤولين الصحيين الفلسطينيين ""بأن يجعلوا فوراً لقاحات كوفيد-19 متاحة للعاملين الطبيين الفلسطينيين لتجنب حدوث كارثة صحية""، منتهكة بذلك التزاماتها بموجب القانون الدولي. #Apartheid https://t.co/AzeHGSKMKT."	yes	no	yes	yes	yes	yes	yes
580	@NYGovCuomo- كما لاحظتم، فإن العدالة في اللقاح أمر بالغ الأهمية. ولهذا السبب وقع على هذه الرسالة كل من برونكس الوفد الفيدرالي، الولاية والمدينة يطلب منكم أن تساعدونا على الفور للحصول على المزيد من اللقاحات في ضواحينا - الأكثر إصابة في نيويورك من قبل COVID-19. https://t.co/TobBrKLMsj.	no	nan	nan	nan	nan	no	yes
581	وفي ألاسكا، كان السكان الأصليون يموتون من كوفيد-19 بمعدل أربعة أضعاف معدل السكان البيض، ويقود العاملون الصحيون في القبائل حالياً جهداً عاجلاً لإيصال اللقاحات إلى القرى النائية - باستخدام الطائرات والمزلقات، وأحياناً في 61 درجة حرارة أدنى.	yes	no	yes	no	no	no	no
582	وقد ضاعفت شركة CVS تقريباً عدد الولايات التي تقدم فيها صيدلياتها لقاحات من طراز Covid-19 من خلال البرنامج الفيدرالي لتجزئة صيدليات بيدن، كما ذكرت شركة CVS في بيان، وهي تقدم الآن لقاحات من طراز Covid-19 في 29 ولاية وبورتوريكو.	yes	no	yes	no	no	no	no
583	وفي حين أن اللقاحات قد تمنع COVID-19، فإن العلاجات الأحادية الكلونة المضادة للأجسام يمكن أن تحسن أعراض COVID-19 لدى بعض الأشخاص وتساعدهم على البقاء خارج المستشفى.	yes	no	yes	no	yes	no	yes
584	"لا يمكننا السماح للأصوليين بتعريف وجهة النظر ""الدينية"" على اللقاحات."	no	nan	nan	nan	nan	yes	no
585	وقد غيرت COVID-19 أسلوب حياتنا، ومع توفر لقاحات COVID-19 للملايين وقريباً للجميع، هذه هي فرصتنا لدحرجة أكمامنا والقيام بدورنا. https://t.co/KGKjfKaX7T.	no	nan	nan	nan	nan	no	no
586	إن النظام الصحي ينهار في معظم الولايات. وفي الوقت نفسه يتحدث الرئيس وأبنائه علناً ضد عمليات الإغلاق والأقنعة، ويحرم شعبنا من اللقاحات.	yes	no	yes	yes	no	yes	yes
587	المصدر: 'مجموعة من العلماء والأطباء أصدروا رسالة مفتوحة تدعو الوكالة الأوروبية للأدوية إلى الإجابة على أسئلة السلامة العاجلة بشأن #COVID19#vacine، أو سحب الإذن باللقاحات. رسالة وفيديو من الدكتور بهاكدي هنا: https://t.co/wfsU2hayqd.	no	nan	nan	nan	nan	no	no
588	"أريد أن أقلع عن التهكم و أنقل التطعيم بين مرضاي."" GP Dr@fhusain73 يتصل بكل مريض من جراحتها التي لم تقبل بعد"	no	nan	nan	nan	nan	no	no
589	"العيادات الصحية التي تمولها الحكومة الفيدرالية تحصل على لقاحات COVID إلى المزيد من الناس الملونين. ""لقد بني هؤلاء المرضى الثقة مع طبيبهم وممرضاتهم على مر السنين. وهم الآن يستمعون إلى الناس الذين يثقون بهم أكثر من غيرهم لإعطائهم النصائح حول اللقاح."" https://t.co/Xfj2eBah2G."	yes	no	yes	no	no	no	no
590	كسكرتيرة، من المهم جداً بالنسبة لي أن جيشنا يبذل كل ما في وسعه ليكون جزءاً من الحل COVID-19. https://t.co/u AgejCWIFt.	no	nan	nan	nan	nan	no	no
591	حصلت على أسئلة عن لقاحات 2nd gen COVID-19 التي طورها @MacglobalNexus؟ علم المناعة Zho Xing تشرح كيف تعمل، كيف حشد الباحثون بهذه السرعة لتطويرها، ولماذا يخلقون لقاحا مستنشقا، بدلا من حقن واحد. https://t.co/XgJCMBYQII.	no	nan	nan	nan	nan	no	no
592	وقد أصبحت ألاسكا أول دولة تتخلى عن شروط الأهلية للحصول على لقاحات من طراز Covid-19 وتسمح لأي شخص يبلغ من العمر 16 سنة أو أكثر يعيش أو يعمل في الولاية بالحصول على لقاح، تقول غوف. دنليافي: https://t.co/32DSapyzA.	yes	no	yes	no	no	no	no
